INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (1,243,24,5895.89,'09:1:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (37,166,487,6463.76,'09:46:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (38,307,508,6816.91,'09:9:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (39,206,474,12114.49,'10:54:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (40,511,458,2728.64,'03:43:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (41,103,26,2642.24,'12:56:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (42,447,192,14698.17,'16:9:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (43,497,173,18733.82,'02:39:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (44,29,311,12242.09,'10:9:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (45,413,200,10993.06,'19:59:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (46,353,137,7364.22,'23:59:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (47,443,433,526.17,'23:20:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (48,204,488,14286.16,'13:36:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (49,142,269,6856.4,'09:37:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (50,489,352,4621.51,'06:51:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (51,90,21,1868.44,'04:24:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (52,175,230,1793.86,'08:6:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (53,87,483,15654.32,'02:5:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (54,39,97,2783.26,'10:2:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (55,157,494,10986.13,'12:3:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (56,446,415,1332.55,'23:7:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (57,136,1,5067.92,'15:41:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (58,350,188,9477.86,'13:12:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (59,359,358,52.1,'04:26:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (60,436,112,17756.14,'04:22:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (61,79,445,14603.29,'17:4:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (62,451,156,13077.87,'17:4:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (63,257,123,6640.39,'12:5:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (64,340,338,73.35,'11:16:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (65,228,477,8007.13,'02:41:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (66,2,78,4018.64,'21:15:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (67,391,491,4075.31,'19:25:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (68,368,312,1581.9,'04:1:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (69,386,553,9620.13,'23:10:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (70,554,493,1888.35,'16:24:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (71,165,10,9034.79,'21:56:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (72,225,229,104.39,'02:46:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (73,141,522,11156.13,'03:20:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (74,247,112,4768.18,'11:1:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (75,86,268,3926.15,'02:34:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (76,385,304,2383.52,'11:25:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (77,231,70,5645.83,'23:58:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (78,118,178,2773.13,'13:50:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (79,377,11,9504.16,'12:43:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (80,479,423,2196.37,'15:5:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (81,450,344,3575.01,'15:55:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (82,190,266,2616.01,'13:22:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (83,255,245,296.2,'04:40:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (84,507,106,17738.82,'22:43:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (85,47,542,25362.34,'14:25:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (86,415,107,16620.91,'11:24:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (87,176,420,14165.32,'18:27:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (88,538,177,8052.95,'23:8:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (89,472,112,16393.75,'18:34:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (90,309,213,2168.76,'07:32:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (91,214,141,3616.71,'13:7:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (92,8,348,11271.38,'18:47:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (93,394,203,4143.38,'23:5:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (94,389,223,5312.13,'06:33:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (95,134,437,17628.56,'07:55:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (96,153,285,4422.58,'15:50:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (97,466,33,15812.87,'19:43:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (98,362,525,6766.06,'03:33:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (99,217,530,7282.31,'04:29:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (100,101,211,3000.36,'08:17:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (101,186,290,3408.47,'16:9:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (102,422,465,1833.09,'13:35:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (103,534,130,17907.14,'12:10:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (104,259,461,5354.61,'23:3:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (105,125,512,22041.21,'21:5:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (106,235,419,7126.79,'21:16:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (107,484,461,1170.88,'13:4:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (108,410,71,12474.35,'17:26:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (109,60,503,16337.99,'11:52:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (110,351,315,918.42,'04:12:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (111,397,161,10810.19,'06:50:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (112,392,300,4508.05,'20:22:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (113,301,550,14310.37,'20:52:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (114,421,284,6898.13,'17:52:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (115,303,242,2360.75,'07:44:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (116,457,251,6172.47,'18:48:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (117,282,258,924.32,'19:52:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (118,276,506,7436.97,'09:27:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (119,523,469,2534.92,'20:8:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (120,516,111,15321.6,'02:33:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (121,519,191,15628.72,'04:45:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (122,296,424,6194.14,'14:21:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (123,354,291,3768.43,'18:18:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (124,288,163,5436.31,'03:45:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (125,198,155,2316.02,'17:57:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (126,238,328,4788.79,'11:51:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (127,236,280,1928.46,'03:35:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (128,240,193,964.43,'10:10:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (129,131,202,3755.62,'11:34:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (130,326,117,8962.98,'14:19:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (131,60,305,6606.66,'04:14:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (132,61,212,5360.28,'16:1:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (133,133,394,11636.3,'14:4:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (134,363,264,3893.82,'07:59:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (135,322,74,7876.84,'01:47:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (136,364,272,2244.12,'22:16:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (137,320,300,566.35,'07:35:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (138,385,384,42.43,'09:26:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (139,491,518,1518.16,'01:38:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (140,159,58,4953.32,'13:44:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (141,417,168,12340.94,'08:4:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (142,126,67,3103.63,'11:16:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (143,427,366,1425.99,'14:34:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (144,170,245,3791.21,'17:21:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (145,48,383,16753.2,'11:39:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (146,48,482,18288.51,'22:44:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (147,34,17,365.85,'05:55:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (148,123,330,8841.29,'03:20:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (149,265,160,4945.89,'01:6:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (150,238,56,9571.28,'12:40:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (151,476,453,823.81,'04:13:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (152,529,434,2259.58,'14:8:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (153,72,216,8535.59,'14:42:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (154,485,298,5641.16,'01:28:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (155,314,341,821.22,'10:57:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (156,7,556,18260.67,'02:22:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (157,147,38,4985.52,'12:54:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (158,323,367,1910.04,'23:55:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (159,62,505,20390.43,'21:36:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (160,541,378,3827.46,'16:52:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (161,154,396,6541.92,'14:28:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (162,235,459,10257.78,'12:22:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (163,275,5,12284.76,'20:8:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (164,551,256,7509.09,'21:55:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (165,282,462,3758.85,'12:42:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (166,59,211,4312.29,'12:44:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (167,407,30,16835.21,'03:51:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (168,145,84,3115.53,'20:15:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (169,14,414,19095.54,'23:3:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (170,27,360,14821.18,'07:6:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (171,477,490,602.5,'03:50:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (172,57,530,23916.21,'07:35:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (173,132,69,3386.71,'02:34:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (174,308,364,3187.59,'09:9:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (175,132,390,10719.2,'17:53:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (176,271,460,4806.42,'21:12:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (177,158,244,2778.93,'06:36:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (178,440,174,12503.27,'20:38:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (179,186,188,98.36,'12:31:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (180,402,380,826.24,'02:27:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (181,499,152,15147.61,'13:2:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (182,249,108,6403.37,'15:9:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (183,50,447,18463.77,'13:23:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (184,531,555,959.7,'08:55:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (185,187,109,2572.02,'20:22:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (186,379,138,12015.03,'19:30:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (187,478,361,6689.88,'04:3:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (188,98,17,3464.25,'15:55:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (189,527,340,10321.31,'06:3:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (190,433,552,6513.4,'07:38:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (191,350,444,5029.67,'21:5:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (192,446,534,1861.62,'20:54:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (193,174,423,10727.69,'21:3:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (194,109,360,13479.4,'17:28:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (195,5,10,247.95,'03:46:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (196,347,439,4110.88,'01:25:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (197,533,481,2950.16,'23:3:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (198,475,436,1270.47,'06:27:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (199,169,468,10520.95,'22:29:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (200,513,336,6865.0,'20:39:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (201,245,400,7527.1,'15:45:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (202,343,313,1495.1,'15:57:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (203,3,467,19796.42,'22:22:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (204,250,195,1208.68,'08:27:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (205,542,336,5597.59,'06:2:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (206,289,486,8241.98,'16:41:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (207,323,148,6198.74,'22:10:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (208,85,532,18410.99,'08:52:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (209,464,460,165.18,'06:31:00',3);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (210,301,287,290.33,'15:5:00',4);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (211,521,201,11877.06,'13:7:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (212,393,555,6770.58,'17:42:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (213,543,180,14615.44,'20:48:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (214,199,492,13449.94,'03:53:00',2);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (215,115,515,23491.55,'18:23:00',6);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (216,466,165,11702.79,'07:15:00',1);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (217,72,502,18092.08,'04:45:00',5);
INSERT INTO info (info_id, polaziste, odrediste, cijena, trajanje, vlak_id) VALUES (218,81,141,3216.85,'06:29:00',3);
